category,rating,reviews,content_rating,last_updated_on,price_transformed,size_transformed,release_transformed,os_transformed,downloads
Books And Reference,4.56,129440,Teen,2020-03-30,0.0,,,,"5,000,000+"
Sports,4.5,177,Everyone,2016-10-21,0.0,1.1M,1.0,2.2 and up,"10,000+"
Education,4.4,29855,Mature 17+,2019-09-02,0.0,,,,"1,000,000+"
Food And Drink,3.13,515,Everyone,2020-01-22,0.0,8.9M,1.9.123,4.0.3 and up,"100,000+"
Family,4.4,108,Everyone,2019-05-04,0.0,,4.0.1,4.4 and up,"5,000+"
Family,3.8,589,Everyone,2019-07-16,0.0,28M,8.3.2,4.0.3 and up,"100,000+"
Books And Reference,4.69,1525,Everyone,2014-03-09,0.0,1.4M,1.02,1.6 and up,"100,000+"
Game Trivia,3.28,18,Everyone,2020-03-27,0.0,29M,1.4.2,4.1 and up,"1,000+"
Entertainment,4.66,137,Everyone,2020-01-22,0.0,6.4M,3.1.1,4.0 and up,"10,000+"
Game Racing,3.8,84594,Everyone 10+,2020-01-05,0.0,30M,10,4.1 and up,"10,000,000+"
Education,4.75,24762,Everyone,2020-05-01,0.0,12M,2.8.1,4.0.3 and up,"100,000+"
Food And Drink,4.5,142618,Everyone,2020-05-04,0.0,,,,"5,000,000+"
News And Magazines,4.0,864,Mature 17+,2020-05-01,0.0,26M,5.1.23,4.4 and up,"100,000+"
Game Educational,4.16,827,Everyone,2020-04-13,0.0,32M,3.7.3.4,4.2 and up,"500,000+"
Personalization,4.29,73,Everyone,2020-04-24,0.0,7.4M,1.1.8,4.4 and up,"10,000+"
Tools,4.0,6,Everyone,2019-10-26,0.0,9.9M,1,4.1 and up,"1,000+"
Game Strategy,4.5,118584,Everyone,2020-04-25,0.0,30M,1.4.4,4.1 and up,"5,000,000+"
Family,3.3,130,Everyone,2019-01-25,0.0,13M,2.0.0,4.0 and up,"5,000+"
Business,4.79,4770,Teen,2020-05-01,0.0,16M,6.0.1,4.1 and up,"100,000+"
Productivity,4.4,25627,Everyone,2019-09-09,0.0,9.8M,132,5.0 and up,"1,000,000+"
Finance,4.83,21374,Everyone,2020-05-07,0.0,20M,7.2.1,5.0 and up,"500,000+"
Sports,4.63,335,Everyone,2020-02-09,0.0,5.3M,5.8.6,4.0.3 and up,"10,000+"
Music And Audio,4.58,1281,Everyone,2020-01-11,0.0,4.0M,1.1,4.1 and up,"100,000+"
Tools,3.2,409,Everyone,2019-06-29,0.0,7.9M,1.0.18,2.2 and up,"50,000+"
Travel And Local,4.53,31101,Everyone,2020-04-13,0.0,4.9M,10.8,4.1 and up,"1,000,000+"
Communication,4.2,10790289,Everyone,2019-08-30,0.0,,,,"500,000,000+"
Productivity,2.88,16,Everyone,2018-07-23,0.0,57k,1,4.1 and up,"1,000+"
Productivity,4.3,815981,Everyone,2019-09-10,0.0,,,,"100,000,000+"
Entertainment,3.2,529,Teen,2019-01-29,0.0,3.3M,5.01,3.2 and up,"100,000+"
Tools,4.2,154578,Everyone,2019-06-29,0.0,14M,3.0.5,4.1 and up,"10,000,000+"
Game Strategy,4.48,8370,Everyone,2020-04-02,0.0,88M,1.8.22,4.4 and up,"100,000+"
Game,4.6,79,Everyone 10+,2017-02-20,0.0,31M,1.1.0,2.3 and up,"1,000+"
Lifestyle,4.7,10,Everyone,2019-07-10,0.0,2.8M,1.2.17,4.1 and up,"1,000+"
Lifestyle,4.49,144,Everyone,2018-07-28,0.0,6.3M,1,4.1 and up,"10,000+"
Finance,3.83,1986,Everyone,2020-04-10,0.0,78M,2.0.4,4.1 and up,"100,000+"
News And Magazines,2.57,106,Teen,2018-12-07,0.0,29M,1.2,4.1 and up,"10,000+"
Health And Fitness,3.6,5302,Everyone,2020-04-17,0.0,28M,2.21.0,4.1 and up,"500,000+"
Tools,4.24,24783,Everyone,2020-04-11,0.0,8.5M,1.4.2,4.2 and up,"5,000,000+"
Game Sports,3.67,7009,Everyone,2020-05-05,0.0,7.8M,5.0.3,4.1 and up,"1,000,000+"
Travel And Local,4.42,196,Everyone,2019-04-09,0.0,70M,4.6.0,4.0.3 and up,"10,000+"
News And Magazines,4.59,809,Everyone,2020-05-06,0.0,9.6M,9.5.1,4.1 and up,"50,000+"
Family,4.3,556929,Teen,2019-05-24,0.0,53M,4.2.1,4.0.3 and up,"10,000,000+"
Music And Audio,4.26,626,Teen,2020-03-31,0.0,16M,4,4.0.3 and up,"500,000+"
Tools,4.4,159,Everyone,2020-04-17,745.0542,9.7M,1.6.6,4.0 and up,"1,000+"
Finance,3.19,684,Everyone,2020-04-17,0.0,24M,4.3.6,4.4 and up,"100,000+"
Social,4.36,193,Teen,2019-07-20,0.0,25M,7.1.13,4.2 and up,"10,000+"
Business,3.0,2,Everyone,2020-04-25,0.0,9.3M,3.0.0,5.0 and up,"1,000+"
Game Sports,4.51,5167,Everyone,2020-05-05,0.0,91M,4.0.5,4.1 and up,"100,000+"
Sports,3.82,33121,Everyone,2020-05-01,0.0,37M,05.01.40742,5.0 and up,"1,000,000+"
Auto And Vehicles,4.64,178058,Everyone,2020-05-07,0.0,26M,4.9.7,4.0.3 and up,"5,000,000+"
Photography,4.5,7863,Everyone,2020-04-30,0.0,30M,3.6.2,5.0 and up,"500,000+"
Books And Reference,4.55,28861,Teen,2020-04-18,0.0,14M,2.4.0,4.4 and up,"1,000,000+"
Personalization,4.7,1873,Everyone,2017-12-12,0.0,14M,,,"100,000+"
Books And Reference,4.8,47303,Everyone,2019-07-07,0.0,21M,18.05.31+530,4.1 and up,"1,000,000+"
Travel And Local,5.0,7,Everyone,2020-01-09,0.0,4.8M,4,4.0 and up,"1,000+"
Maps And Navigation,4.81,16,Everyone,2019-07-10,0.0,6.2M,1.0.5 (9),4.0 and up,"1,000+"
Game Arcade,4.7,2475,Everyone,2017-06-29,260.2842,,,,"10,000+"
Business,3.68,22,Everyone,2020-05-06,0.0,14M,19.2.1,4.4 and up,"10,000+"
Finance,4.19,97,Everyone,2020-04-08,0.0,63M,2.17,5.0 and up,"5,000+"
Books And Reference,5.0,2,Everyone,2020-02-24,0.0,20M,3.1,6.0 and up,"1,000+"
Sports,4.78,194562,Everyone,2020-05-05,0.0,31M,6.4.3,4.2 and up,"1,000,000+"
Video Players,4.56,9503,Everyone,2020-04-14,0.0,5.0M,2.7.16,4.1 and up,"100,000+"
Game Educational,4.24,3292,Everyone,2020-05-06,0.0,73M,2.0.3,4.2 and up,"1,000,000+"
Social,4.5,66577446,Teen,2019-09-04,0.0,,,,"1,000,000,000+"
Game Word,3.59,81,Everyone,2019-07-12,0.0,6.4M,1.1.5,2.3 and up,"10,000+"
Education,4.43,2802,Everyone,2019-08-16,0.0,4.1M,1,4.0.3 and up,"100,000+"
Food And Drink,2.55,11,Everyone,2019-09-12,0.0,17M,1.4.6,4.4 and up,"1,000+"
Music And Audio,4.43,40,Everyone,2020-05-06,0.0,38M,1.1.1,4.0 and up,"10,000+"
Food And Drink,4.39,425,Everyone,2020-04-18,0.0,12M,1.1.0,5.0 and up,"50,000+"
Game Card,4.42,5152,Everyone,2020-03-03,0.0,42M,1.6.35,4.0.3 and up,"100,000+"
Game Racing,3.89,16100,Everyone,2016-04-30,0.0,16M,1.2,2.0.1 and up,"1,000,000+"
Business,3.7,23729,Everyone,2019-06-18,0.0,24M,7.2,4.4 and up,"1,000,000+"
Education,4.66,1414,Everyone,2019-07-26,297.5742,24M,1.1-play,4.4 and up,"10,000+"
Shopping,4.3,97941,Teen,2020-05-02,0.0,16M,,,"10,000,000+"
Photography,4.39,13238,Everyone,2020-04-28,0.0,25M,3.4.0,5.1 and up,"500,000+"
Game Action,4.5,564,Everyone,2020-05-02,0.0,24M,1.05,4.0 and up,"50,000+"
Game Adventure,4.58,243761,Teen,2020-04-07,0.0,,4.00.001,4.4 and up,"5,000,000+"
Game Puzzle,4.33,3949,Everyone,2020-01-30,0.0,11M,5.4,4.1 and up,"500,000+"
News And Magazines,4.58,12,Everyone,2020-02-14,0.0,15M,1.3,4.0.3 and up,"1,000+"
Game Simulation,4.34,104091,Everyone,2016-05-06,73.8342,19M,1.12,4.0.3 and up,"1,000,000+"
Tools,4.25,296,Everyone,2020-04-10,73.8342,3.2M,6.3.1,5.0 and up,"10,000+"
Tools,4.3,16395,Everyone,2019-08-02,0.0,,,,"1,000,000+"
Tools,2.84,19,Everyone,2019-08-23,0.0,8.6M,1.6.35,5.0 and up,"1,000+"
Education,4.62,9314,Everyone,2019-10-29,0.0,21M,2,4.0 and up,"500,000+"
Entertainment,4.74,603,Everyone,2020-04-10,0.0,14M,2.2.004-free,5.0 and up,"5,000+"
Tools,4.2,5463,Everyone,2018-09-29,0.0,6.0M,4.0,4.1 and up,"1,000,000+"
Education,4.67,49,Everyone,2020-02-25,111.1242,17M,1.6,4.0.3 and up,"1,000+"
Business,4.45,270,Everyone,2019-03-12,0.0,2.3M,1.0.0,4.0 and up,"100,000+"
House And Home,4.06,69601,Everyone,2019-09-25,0.0,7.7M,4.47.5,4.0.3 and up,"5,000,000+"
Sports,4.7,410384,Everyone,2019-09-04,0.0,,,,"10,000,000+"
News And Magazines,4.0,80368,Everyone,2019-06-21,0.0,,,,"10,000,000+"
Social,4.46,370,Teen,2018-08-26,0.0,3.3M,1.4,4.0.3 and up,"10,000+"
Medical,4.2,22146,Everyone,2020-03-05,0.0,,,,"1,000,000+"
Finance,4.09,2427,Everyone,2020-03-20,0.0,11M,4.4.7,4.0.3 and up,"100,000+"
Health And Fitness,4.6,318134,Everyone,2019-07-03,0.0,,,,"5,000,000+"
Game,4.6,7657490,Mature 17+,2019-09-06,0.0,,,,"100,000,000+"
Personalization,4.2,3203,Everyone,2019-12-07,0.0,28M,1.3 build 009,4.3 and up,"500,000+"
Food And Drink,4.2,441,Everyone,2019-05-08,0.0,24M,2.2.0,4.1 and up,"100,000+"
Education,4.61,290,Everyone,2020-02-28,0.0,6.7M,3.1,4.1 and up,"50,000+"
Education,4.25,1682,Everyone,2019-07-09,0.0,,,,"100,000+"
Entertainment,4.09,1434,Everyone,2019-11-17,0.0,11M,1.0.4-google,4.2 and up,"100,000+"
Education,4.44,542,Everyone,2020-03-27,0.0,3.7M,3.1,4.1 and up,"100,000+"
Education,4.17,477,Everyone,2017-04-10,0.0,26M,2.34,4.0.3 and up,"10,000+"
Game Simulation,4.15,58899,Everyone,2019-11-02,0.0,41M,2.4,4.0 and up,"10,000,000+"
Books And Reference,4.65,637,Everyone,2020-02-22,0.0,4.0M,1.1,4.0.3 and up,"100,000+"
Books And Reference,4.36,2594,Everyone,2019-12-23,0.0,7.5M,14.0.7,4.1 and up,"100,000+"
Game Puzzle,4.33,7698,Everyone,2015-01-13,148.4142,25M,1.7.2,2.3 and up,"100,000+"
Family,4.0,83875,Everyone,2018-10-13,0.0,43M,1.6.1,2.3.3 and up,"1,000,000+"
Maps And Navigation,4.65,5970,Everyone,2020-03-12,0.0,4.9M,1.1.2,4.1 and up,"500,000+"
Game,4.8,35,Everyone,2017-09-02,0.0,3.1M,1.0.0,4.0 and up,"10,000+"
Video Players,3.6,5639,Everyone,2019-05-17,0.0,,,,"1,000,000+"
Productivity,4.54,29189,Everyone,2020-05-01,0.0,18M,Amerigo_1.0.56,4.4 and up,"1,000,000+"
Game Simulation,4.26,26836,Everyone,2020-01-09,0.0,60M,1.052,5.0 and up,"1,000,000+"
Family,3.4,2445,Everyone,2019-08-15,0.0,34M,1.4.0,5.0 and up,"500,000+"
Game Casual,4.6,28760,Everyone,2020-03-27,0.0,39M,1.953,4.1 and up,"1,000,000+"
House And Home,4.29,7,Everyone,2019-11-04,0.0,3.8M,3,4.0.3 and up,"1,000+"
Productivity,4.3,198051,Everyone,2019-09-03,0.0,,,,"10,000,000+"
Education,4.72,158,Everyone,2020-03-28,185.70420000000001,21M,3.92,4.0.3 and up,"10,000+"
Personalization,4.21,4486,Mature 17+,2020-05-04,0.0,13M,6.3.31.2019,4.0.3 and up,"1,000,000+"
Tools,3.79,706,Everyone,2019-04-04,148.4142,25M,1.51,3.0 and up,"10,000+"
Game Strategy,4.23,4452,Everyone,2020-01-17,0.0,15M,1.4.2,3.1 and up,"100,000+"
Game Adventure,4.49,662009,Everyone 10+,2020-05-07,0.0,97M,0.34.0,4.1 and up,"10,000,000+"
Game Racing,4.41,40701,Everyone,2019-05-27,0.0,92M,1.8.2,4.4 and up,"10,000,000+"
Game,4.6,102107,Everyone 10+,2019-09-04,0.0,,1.2.2,,"5,000,000+"
Game Music,4.37,4077,Everyone,2020-04-16,0.0,16M,2.2.2,4.0.3 and up,"1,000,000+"
Productivity,4.6,25370,Everyone,2019-09-10,0.0,,,,"1,000,000+"
Education,4.14,114,Everyone,2020-05-07,0.0,7.4M,2.5,4.0 and up,"10,000+"
Game Word,3.51,1193,Everyone,2016-07-08,0.0,6.8M,1.3.2,2.3 and up,"100,000+"
Libraries And Demo,4.7,2639,Everyone,2019-01-15,0.0,19M,6.0,2.3 and up,"500,000+"
Video Players,4.5,58820,Everyone,2019-05-31,0.0,37M,3.5.1.8,4.4 and up,"1,000,000+"
Education,3.95,2039,Everyone,2019-07-20,0.0,1.7M,1.6.6.0,3.0 and up,"500,000+"
Game Role Playing,4.22,1116679,Everyone,2020-03-20,0.0,30M,31.1.1,2.3.3 and up,"10,000,000+"
Sports,4.5,2,Everyone,2019-03-30,0.0,12M,5.5.4,4.1 and up,100+
Game Word,4.53,333,Everyone,2019-04-20,0.0,,1.2.0,4.1 and up,"10,000+"
Family,4.1,6007,Everyone,2018-08-07,0.0,18M,1.6.3028.0,2.3 and up,"1,000,000+"
Personalization,4.1,69417,Everyone,2015-06-05,0.0,853k,2.41,2.1 and up,"10,000,000+"
Tools,4.77,246613,Everyone,2020-05-05,0.0,6.2M,3.0.3,4.1 and up,"5,000,000+"
Game Arcade,4.36,550491,Everyone,2019-04-02,0.0,35M,1.12.1,3.0 and up,"10,000,000+"
Game Simulation,4.33,684,Everyone 10+,2018-11-24,73.8342,70M,1.1,4.1 and up,"10,000+"
Lifestyle,3.5,35710,Everyone,2020-04-10,0.0,32M,5.5.22_m,4.2 and up,"10,000,000+"
Beauty,3.84,100,Everyone,2018-07-05,0.0,9.4M,1.7,4.2 and up,"10,000+"
Tools,4.15,4500,Everyone,2019-12-02,0.0,4.0M,4.2.2,2.3.3 and up,"500,000+"
Game Trivia,4.5,149,Everyone,2019-12-03,0.0,3.7M,1,4.0.3 and up,"5,000+"
Shopping,4.54,47056,Everyone,2020-05-05,0.0,78M,6.1.0,5.0 and up,"1,000,000+"
Game Racing,4.88,204285,Everyone,2020-01-10,0.0,65M,1.4.1,5.0 and up,"1,000,000+"
Game Arcade,4.47,4293151,Everyone,2016-12-30,0.0,79M,1.4.0,2.3 and up,"100,000,000+"
Game Educational,4.37,2575,Everyone,2020-04-24,0.0,66M,8.30.10.00,4.2 and up,"1,000,000+"
Productivity,4.12,940,Everyone,2018-01-13,0.0,,,,"100,000+"
Tools,4.53,534,Everyone,2020-01-04,0.0,182k,1.0.1,4.0 and up,"50,000+"
Education,4.49,125,Everyone,2020-02-28,0.0,4.9M,1.6,4.4 and up,"10,000+"
Lifestyle,4.39,7269,Everyone,2020-04-25,0.0,12M,3.0.2,5.0 and up,"100,000+"
Game Card,4.51,2052,Everyone,2020-04-08,0.0,3.8M,1.83,2.3 and up,"50,000+"
Video Players,4.37,14609,Everyone,2020-05-01,0.0,7.9M,8.3.0.0,4.1 and up,"5,000,000+"
Photography,4.6,3337952,Everyone,2019-09-10,0.0,,,,"100,000,000+"
Game Sports,4.42,219300,Everyone,2020-04-04,0.0,37M,1.4.0,4.1 and up,"10,000,000+"
Game Arcade,4.41,11041,Everyone,2020-02-01,0.0,20M,1.03,4.0.3 and up,"1,000,000+"
Lifestyle,4.59,66,Everyone,2019-08-10,0.0,5.5M,1,4.0.3 and up,"10,000+"
Entertainment,4.45,130,Everyone,2019-07-15,0.0,16M,1,4.0.3 and up,"10,000+"
Health And Fitness,4.59,1999,Everyone,2020-05-06,0.0,76M,4,4.1 and up,"100,000+"
Personalization,4.2,86743,Everyone,2017-12-06,0.0,,,,"5,000,000+"
Tools,3.48,211,Everyone,2020-05-06,0.0,16M,1.8.0,4.4 and up,"10,000+"
Productivity,3.78,18,Everyone,2019-11-14,0.0,23M,2,5.0 and up,"10,000+"
Game Action,4.36,55104,Everyone 10+,2020-04-28,0.0,,,,"1,000,000+"
Books And Reference,4.07,10162,Everyone,2020-05-01,0.0,,9.1.3,4.1 and up,"1,000,000+"
Education,3.75,52,Everyone,2019-11-26,0.0,1.0M,5.3,4.0 and up,"1,000+"
Health And Fitness,4.37,3825,Everyone,2020-03-22,0.0,,,,"100,000+"
Education,4.7,2636,Everyone,2020-04-08,372.1542,2.3M,2.15,4.0 and up,"10,000+"
Medical,4.6,7,Everyone,2019-05-21,0.0,2.7M,43.0,4.0.3 and up,"1,000+"
Game,5.0,11,Everyone,2018-04-15,0.0,6.1M,0.1,2.3 and up,10+
Parenting,4.55,42,Everyone,2020-02-26,0.0,15M,1.3.20,4.1 and up,"10,000+"
Lifestyle,4.04,321,Everyone,2019-06-18,0.0,22M,1.5,4.3 and up,"100,000+"
Education,4.03,70,Everyone,2019-09-27,0.0,5.6M,4.4.1,4.0.3 and up,"1,000+"
Game Role Playing,4.56,12976,Everyone 10+,2019-12-25,0.0,,2.1.1,5.0 and up,"500,000+"
Medical,4.73,22,Everyone,2015-05-04,185.70420000000001,38M,1.01,2.3.3 and up,"1,000+"
Tools,3.73,4404,Everyone,2020-05-01,0.0,37M,4.31.002,4.0.3 and up,"1,000,000+"
Music And Audio,4.62,117,Mature 17+,2020-04-20,0.0,11M,1,4.1 and up,"10,000+"
Game Casual,4.0,3,Everyone,2018-11-04,0.0,4.8M,2,4.0.3 and up,100+
Photography,4.05,32888,Everyone,2017-05-10,0.0,6.7M,2.0.3,4.0 and up,"1,000,000+"
Tools,4.4,134412,Everyone,2019-08-31,0.0,11M,3.0.5,4.4 and up,"5,000,000+"
Food And Drink,4.4,321134,Everyone,2019-07-17,0.0,30M,4.7.0,4.1 and up,"10,000,000+"
News And Magazines,4.39,5653,Everyone,2020-05-03,0.0,19M,3.959,4.1 and up,"500,000+"
Education,4.7,6149,Everyone,2019-10-14,0.0,7.3M,2.6,4.0.3 and up,"500,000+"
Lifestyle,4.4,10,Teen,2019-07-30,0.0,7.7M,3.8.0,4.1 and up,500+
Productivity,4.46,1247847,Everyone,2020-05-06,0.0,,5.28,5.0 and up,"500,000,000+"
Game,4.7,1732263,Everyone,2019-08-21,0.0,78M,4.8.4,3.0 and up,"50,000,000+"
Family,3.7,985,Everyone,2019-06-28,0.0,49M,1.1,4.4 and up,"100,000+"
Game Puzzle,4.18,182593,Everyone,2019-08-02,0.0,4.5M,1.0.52,1.5 and up,"10,000,000+"
Communication,4.43,1057,Everyone,2020-04-07,0.0,34M,5.4.6,4.2 and up,"50,000+"
Events,4.8,8,Everyone,2019-02-13,0.0,16M,1.0.3,4.2 and up,500+
Entertainment,4.63,3765,Everyone,2019-11-29,0.0,16M,1,2.3 and up,"500,000+"
Tools,3.9,361,Everyone,2019-08-16,0.0,,,,"50,000+"
Books And Reference,4.58,6609,Everyone,2020-04-28,0.0,26M,3.0.18,5.0 and up,"100,000+"
Education,4.44,25,Everyone,2020-02-10,0.0,19M,3.6,4.0.3 and up,"10,000+"
Game Action,4.3,88906,Everyone 10+,2020-04-07,0.0,,,2.3 and up,"5,000,000+"
Entertainment,4.04,311,Everyone,2020-04-30,0.0,5.4M,1.3.1,4.2 and up,"50,000+"
Game Educational,4.17,659,Everyone,2020-03-04,0.0,91M,1.4,4.0.3 and up,"500,000+"
Finance,4.8,12304,Everyone,2019-09-06,0.0,21M,6.0.16,5.0 and up,"100,000+"
News And Magazines,4.04,35565,Everyone 10+,2020-04-18,0.0,19M,4.13.1,4.1 and up,"1,000,000+"
Education,4.89,18,Everyone,2020-02-28,0.0,15M,4.0.4,4.0.3 and up,"1,000+"
Personalization,4.42,107,Everyone,2020-05-04,0.0,25M,1.6,4.0.3 and up,"10,000+"
Personalization,4.34,3636,Everyone,2019-03-07,0.0,9.0M,1.6.3,4.0 and up,"100,000+"
Entertainment,3.39,49,Everyone,2020-02-18,0.0,14M,1.2_3,4.0 and up,"10,000+"
Weather,4.74,266,Everyone,2020-02-11,334.8642,16M,11.11.16.13,4.4 and up,500+
Business,3.17,131,Everyone,2020-03-19,0.0,13M,,,"10,000+"
Sports,4.58,33451,Everyone,2020-03-14,0.0,20M,4.0.6,4.1 and up,"1,000,000+"
Lifestyle,1.94,244,Everyone,2018-07-07,0.0,5.5M,1.2.0,4.0.3 and up,"10,000+"
Game Strategy,4.18,58335,Everyone,2019-01-17,0.0,31M,2.0.1,2.3.3 and up,"1,000,000+"
Education,4.61,8040,Everyone,2019-10-28,0.0,21M,2,4.1 and up,"1,000,000+"
Finance,3.8,480,Everyone,2019-06-28,0.0,15M,3.1.0,4.0 and up,"50,000+"
Sports,4.57,4676,Everyone,2020-04-15,0.0,37M,4.1.8-prod,5.1 and up,"100,000+"
Health And Fitness,1.41,51,Everyone,2018-05-05,0.0,35M,3.2.1,4.1 and up,"10,000+"
Auto And Vehicles,4.5,276,Everyone,2018-08-09,0.0,1.7M,1.1.3,4.4 and up,"100,000+"
Education,4.08,208,Everyone,2020-04-03,0.0,25M,3.3.1,4.0 and up,"10,000+"
Maps And Navigation,4.4,500163,Everyone,2020-05-01,0.0,,,,"10,000,000+"
Game Sports,4.43,373544,Everyone 10+,2020-03-03,0.0,36M,1.0.128,2.3 and up,"10,000,000+"
Finance,4.1,7,Everyone,2019-03-13,0.0,2.1M,1.0,4.0.3 and up,"1,000+"
Books And Reference,4.38,8,Everyone,2018-03-13,0.0,1.9M,1.0.1,4.2 and up,"1,000+"
Entertainment,4.3,482,Teen,2020-01-07,0.0,4.8M,1.0.6,4.1 and up,"100,000+"
Parenting,4.25,2514,Everyone,2020-05-06,0.0,25M,3.35.1,4.1 and up,"100,000+"
Travel And Local,4.0,5674,Everyone,2020-04-10,0.0,17M,3.3.1,4.4 and up,"1,000,000+"
Game Board,3.77,379,Everyone,2016-12-24,0.0,1.4M,1.1.4,2.3.3 and up,"10,000+"
Education,4.66,5517,Everyone,2020-04-27,0.0,7.0M,2,4.1 and up,"100,000+"
Finance,4.22,40,Everyone,2019-06-21,0.0,5.8M,1.2,4.1 and up,"10,000+"
Shopping,3.16,43,Everyone,2018-06-13,0.0,8.3M,1.0.7,4.1 and up,"10,000+"
Family,3.8,949,Everyone,2019-08-26,0.0,1.2M,4.9,4.0 and up,"50,000+"
Game,4.6,19922,Everyone 10+,2019-09-03,148.4142,35M,2.2.5,5.0 and up,"100,000+"
Game Sports,4.05,89394,Everyone 10+,2017-01-14,0.0,27M,3.2,2.3 and up,"5,000,000+"
Game Puzzle,4.78,241024,Everyone,2017-01-11,73.8342,,,2.3 and up,"1,000,000+"
Game,3.3,19,Everyone,2016-03-16,334.8642,1.6M,1.4,2.3 and up,100+
Tools,4.6,7,Everyone,2019-03-30,0.0,3.9M,1.283.0037,2.3.3 and up,"1,000+"
Sports,3.33,2784,Everyone,2020-03-11,0.0,,,,"100,000+"
Food And Drink,4.46,225,Everyone,2020-04-24,0.0,7.4M,2.5.4,4.1 and up,"100,000+"
Game Casual,4.04,36067,Everyone,2016-04-30,0.0,18M,1.3,2.3 and up,"5,000,000+"
Shopping,4.53,30624,Everyone,2020-05-02,0.0,12M,1.15.0,4.2 and up,"1,000,000+"
Education,4.4,55256,Everyone,2019-07-24,0.0,14M,10.9.1,4.0 and up,"5,000,000+"
Health And Fitness,4.34,1359,Everyone,2020-05-05,0.0,10M,5.7,4.1 and up,"100,000+"
Personalization,4.56,518,Everyone,2020-04-24,0.0,4.5M,26.0.0,4.2 and up,"100,000+"
Maps And Navigation,3.56,2465,Everyone,2020-04-11,0.0,27M,4.9.4 (43),4.4 and up,"100,000+"
News And Magazines,3.59,2921,Everyone,2020-05-06,0.0,16M,5.5.22,5.0 and up,"100,000+"
Lifestyle,3.0,2,Everyone,2020-01-22,0.0,25M,1,4.1 and up,100+
Education,4.2,91,Everyone,2019-02-24,0.0,2.5M,1.15,4.0 and up,"10,000+"
Game Trivia,4.06,20810,Teen,2020-03-20,0.0,33M,2.9.7,4.1 and up,"1,000,000+"
Video Players,3.85,358,Teen,2019-08-01,0.0,1.1M,1.0.10,4.1 and up,"50,000+"
Books And Reference,4.82,8964,Everyone,2019-11-08,0.0,7.5M,5.5.1,4.0 and up,"100,000+"
Finance,4.56,70,Everyone,2020-04-16,0.0,12M,1.38,4.1 and up,"10,000+"
Books And Reference,4.14,2171,Everyone,2017-09-13,0.0,4.9M,3.0.6,2.3 and up,"100,000+"
Lifestyle,4.43,86,Everyone,2019-12-11,0.0,72M,1417,4.4 and up,"5,000+"
Tools,4.63,156,Everyone,2019-11-27,0.0,2.4M,1.2,4.0.3 and up,"10,000+"
Business,4.33,27201,Everyone,2020-05-06,0.0,41M,19.4,4.1 and up,"1,000,000+"
Education,4.13,31,Everyone,2019-10-05,148.4142,6.3M,1.3,4.1 and up,"1,000+"
House And Home,4.31,47872,Everyone,2020-05-06,0.0,,,,"5,000,000+"
Game Racing,4.15,82066,Everyone,2020-04-14,0.0,65M,1.4.81,4.2 and up,"5,000,000+"
Entertainment,3.22,9,Everyone,2020-05-02,446.7342,85M,1.04,4.1 and up,100+
Lifestyle,4.46,24,Everyone,2020-02-14,0.0,2.7M,2,4.1 and up,"10,000+"
Game Puzzle,3.91,128,Everyone,2020-03-26,0.0,8.7M,1.9,4.0.3 and up,"10,000+"
Education,4.83,12,Everyone,2016-03-18,0.0,22M,1.7.2,4.0.3 and up,"1,000+"
Music And Audio,4.72,42678,Everyone,2019-10-28,0.0,96M,2.2,4.1 and up,"1,000,000+"
Education,3.77,218,Everyone,2020-03-05,0.0,11M,4.1.20,4.4 and up,"10,000+"
Shopping,4.28,1965753,Everyone,2020-04-30,0.0,11M,3.34.1,4.3 and up,"50,000,000+"
Photography,4.1,76484,Everyone,2019-07-13,0.0,,3.52,4.0 and up,"5,000,000+"
Entertainment,2.4,20,Everyone,2019-08-28,0.0,3.8M,3.0.20 (3.0.20),4.1 and up,"5,000+"
Productivity,4.48,4544,Everyone,2020-03-28,0.0,4.7M,73,4.0.3 and up,"50,000+"
Medical,4.4,1070,Everyone,2020-04-16,222.9942,,,,"50,000+"
Productivity,3.9,161,Everyone,2020-02-07,0.0,,,,"10,000+"
Personalization,4.69,13,Everyone,2019-11-22,0.0,6.1M,8.0.0,4.4 and up,"1,000+"
Family,4.4,23474,Everyone,2019-08-30,0.0,8.8M,1.0.7,4.1 and up,"5,000,000+"
Personalization,3.93,25266,Everyone,2017-11-24,0.0,14M,5.7.6,2.3 and up,"1,000,000+"
Sports,3.9,282727,Everyone,2019-01-11,0.0,63M,18.0.5.172734,4.4 and up,"10,000,000+"
Family,4.4,16,Everyone,2019-09-02,0.0,45M,1.1.1,4.0 and up,500+
Game Role Playing,4.06,1254,Everyone,2016-07-12,0.0,48M,1.4.6,2.3 and up,"50,000+"
Game Action,4.4,67718,Everyone 10+,2020-05-04,0.0,31M,0.2.2268,4.4 and up,"1,000,000+"
Education,4.92,91,Everyone,2019-10-07,0.0,5.0M,8.2,4.0.3 and up,100+
Entertainment,5.0,2,Everyone,2020-02-25,0.0,15M,1,4.2 and up,500+
Social,4.35,481,Everyone,2019-12-17,0.0,2.1M,1.0.6,4.0 and up,"50,000+"
Video Players,4.12,5650,Everyone,2017-12-17,0.0,11M,5.3.7,4.1 and up,"100,000+"
Dating,4.4,35205,Everyone,2019-06-25,0.0,7.2M,2.9.6,4.0 and up,"1,000,000+"
Game Action,4.45,13251,Teen,2019-12-03,0.0,20M,1.021,4.1 and up,"500,000+"
